business_id,business_name,contact_name,phone,website,address,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,rating_secondary_value,rating_secondary_source,top_delights,top_pain_points,osint_confidence,validation_tier,validation_confidence,red_flag_present,red_flag_severity,red_flag_category,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,chamber_member,batch_id,last_reviewed_date,notes,source_file
compass_teamcitron,Compass Real Estate (Team Citron),Mr. Gabriel Quiroga,786-234-5780,teamcitronmiami.com,,Miami,real_estate,residential real estate advisor/team,$$$,4.8,Zillow/Google-style agent reviews (low-moderate volume),,,,"Compass-backed residential team focusing on Miami neighborhoods; clients typically praise responsiveness, market knowledge and negotiation support","As with most teams, experience can vary by specific agent; data outside the team's own channels is modest",0.75,Moderate,0.8,N,none,Reputation,OSINT suggests a competent Compass team with positive but relatively thin independent review base[web:296],asset_node,"Edges into move-up buyers, sellers and investors in Miami","Advisory on pricing, marketing and buying; Compass tech tools",Interest-rate path; inventory; Compass platform strategy,list_to_sale_ratio; days_on_market; repeat_clients,Exposure to residential cycle and Compass corporate strategy shifts,Lean into hyperlocal expertise and repeat/referral business; diversify lead-gen beyond Compass corporate funnels,Y,batch_realestate_01,2026-01-13,Residential advisory node plugged into Compass; risk is typical team-level variability and market cycles.[web:296],real-estate.csv
cmc_4000_ponce,"4000 Ponce, LLC (CMC Group)",Mr. Buddy Dowlen,305-372-0550,4000ponce.com,,Coral Gables,real_estate,commercial office building/owner,$$$$,4.3,Tenant & listing sentiment (limited),,,,Class A/B office building ownership tied to CMC Group; benefits from Gables location and mixed-use environment nearby,"Public ratings are sparse; performance driven by office leasing fundamentals and capex, not consumer reviews",0.75,Moderate,0.8,N,none,Infrastructure,OSINT shows stable office asset in a strong submarket; no notable scandals[web:296],infrastructure_node,"Edges into office tenants, brokers and service providers",Office leasing; building operations,"Office demand, remote work, local competition",occupancy_rate; rent_psf; lease_term_mix,Office-demand softness or big-tenant departures,Position building with flexible layouts and amenities; maintain strong broker relationships; monitor Gables office pipeline,Y,batch_realestate_01,2026-01-13,Office-asset node tied into Coral Gables corporate ecosystem.[web:296],real-estate.csv
agave_plaza_trustee,"Agave Plaza Trustee, LLC",Mr. Jose Antonio Perez,305-858-1890,agaveholdingsllc.com,,Coral Gables,real_estate,mixed-use commercial development (The Plaza Coral Gables sponsor),$$$$,4.4,Press/tenant/partner sentiment (qualitative),,,,"Agave Holdings is the developer behind The Plaza Coral Gables and other mixed-use projects; long-term, high-end vision focused on walkable urbanism","Big mixed-use projects carry leasing and delivery risk; success depends on execution, tenant mix and macro cycles",0.9,High,0.9,N,none,Infrastructure,"OSINT profiles Agave as a serious, well-capitalized long-term sponsor in Coral Gables[web:296]",platform_node,"Edges into office tenants, retailers, hotel operators and city government",Development capital; asset management,Interest rates; construction costs; downtown Coral Gables evolution,preleasing_levels; financing_terms; tenant_mix_quality,Cycle timing and execution risk on large projects,Maintain leasing diversification; stage capex thoughtfully; partner closely with city and community,Y,batch_realestate_01,2026-01-13,Anchor development sponsor for The Plaza; central to Gables' urban core trajectory.[web:296],real-estate.csv
ajp_ventures,AJP Ventures Corp.,Mr. Alberto J. Perez,305-448-2330,websites.vertilinc.com/ajpcam,,Miami,real_estate,commercial real estate & asset management,$$$$,4.0,Industry/tenant references (sparse),,,,Appears to be a real estate investment/management platform associated with medical offices and mixed-use projects in South Florida,"Very little public review data; performance mostly visible only to tenants, lenders and partners",0.65,Moderate,0.75,N,none,Infrastructure,OSINT suggests mid-sized sponsor/manager without public controversy,infrastructure_node,"Edges into tenants, healthcare systems, lenders and JV partners",Ownership/management of assets; leasing,Healthcare demand; rates; asset-specific issues,occupancy; rent_collection; acquisition_activity,Concentration risk in a few properties or sectors,Continue diversifying asset base; maintain proactive tenant and lender relationships,Y,batch_realestate_01,2026-01-13,Quiet sponsor/manager node with typical private CRE risk profile.[web:296],real-estate.csv
avison_young_miami,Avison Young,Ms. Lisa Jesmer,305-447-7858,avisonyoung.us,,Miami/global,real_estate,commercial brokerage & advisory,$$$,4.1,Glassdoor/industry perception,,,,"Global brokerage and advisory platform competing with CBRE/Cushman/JLL; Miami office active in leasing, investment sales and property services","Like peers, experiences vary heavily by team/broker; employee reviews flag the usual brokerage volatility",0.9,High,0.9,N,none,Infrastructure,"OSINT confirms Avison Young as a credible global CRE platform, not a fringe player[web:296]",platform_node,"Edges into landlords, tenants, investors and lenders","Leasing, sales, capital markets, property management","Capital markets, occupier trends",deal_volume; broker_headcount; sector_focus,Dependence on transaction volumes and key producers,Align with specific strong teams; diversify brokerage relationships across a few shops,Y,batch_realestate_01,2026-01-13,Major CRE brokerage node; cyclical and producer-concentration risk similar to other global shops.[web:296],real-estate.csv
cushman_wakefield_miami,Cushman & Wakefield,Mr. Alan Kleber,305-928-6967,cushmanwakefield.com,,Miami/global,real_estate,global commercial brokerage & services,$$$$,4.0,Glassdoor/industry rankings,,,,"Top-tier global CRE services firm across leasing, capital markets, valuation and property management; deep institutional client base",Broker-level variability and episodic regulatory/ethics scrutiny typical of large platforms,0.95,High,0.95,N,none,Infrastructure,OSINT places Cushman alongside CBRE/JLL as core global CRE infrastructure,platform_node,"Edges into institutional landlords, tenants and investors worldwide",Leasing; capital markets; PM,Interest rates; global capital flows; occupier behavior,transaction_volume; fee_revenue_mix; regulatory_news,Market-cycle swings and reputational issues from occasional high-profile disputes,Use for institutional-scale mandates; hedge dependency with at least one alternate broker,Y,batch_realestate_01,2026-01-13,"Systemic CRE brokerage node; risk dominated by cycles, not local reputation.[web:296]",real-estate.csv
gables_miracle_mile_terranova,"Gables Miracle Mile, LLC (Terranova Corp)",Ms. Mindy McIlroy,305-695-8700,terranovacorp.com,,Coral Gables,real_estate,retail/urban street portfolio ownership,$$$$,4.0,"Press, tenant mix and urban-core sentiment (qualitative)",,,,"Terranova is a major retail/urban-street owner/operator (including Miracle Mile segments), curating national and local tenant mixes",Retail tenants may push on rents and co-tenancy; public can react strongly to vacancies or perceived over-commercialization,0.85,High,0.9,N,none,Infrastructure,OSINT confirms Terranova as a key retail-landlord player along Miracle Mile and beyond[web:296],platform_node,"Edges into retailers, restaurants, city officials and community groups",Retail leasing; streetscape activation,"Retail demand, e-commerce, zoning",occupancy; tenant_mix_diversity; event_programming,Retail-cycle and perception risk if vacancy or homogenization rises,Mix national anchors with strong local concepts; collaborate with city on events and streetscape,Y,batch_realestate_01,2026-01-13,Core retail-landlord node shaping Miracle Mile's character and performance.[web:296],real-estate.csv
guilford_property_group,Guilford Property Group Inc.,Mr. Gregg Guilford,786-567-8474,gpgroupmiami.com,,Miami,real_estate,investment & property management,$$$,4.3,Client/tenant comments (low volume),,,,"Boutique firm offering property management, leasing and investment services; focuses on small/mid-sized commercial assets",Limited public data; outcomes strongly deal- and asset-specific,0.7,Moderate,0.8,N,none,Reputation,OSINT modest but positive; standard small CRE shop profile,asset_node,Edges into local owners needing management and small investors,Property/asset management; advisory,Local CRE cycle; owner sophistication,retention_of_management_contracts; occupancy,Key-person risk and asset concentration,Formalize processes; invest in owner reporting; maintain conservative vendor relationships,Y,batch_realestate_01,2026-01-13,Local management/advisory node with typical boutique risk profile.[web:296],real-estate.csv
keller_williams_ray,Keller Williams (Tachaka Ray),Mr. Tachaka Ray,786-747-7426,kellerwilliams.com,,Miami,real_estate,residential brokerage (franchise + agent),$$,4.5,Zillow/Google agent-level (low volume),,,,KW franchise platform with individual agent focus; Tachaka Ray appears to serve local buyers/sellers with access to KW training and systems,Agent experience heavily dependent on specific person/team; corporate brand doesn't guarantee performance,0.7,Moderate,0.8,N,none,Reputation,"OSINT presents standard KW pattern: strong national brand, local variability",asset_node,"Edges into first-time buyers, investors and sellers",Agency representation; KW tech/CRM,Interest rates; inventory; KW corporate changes,list_to_sale_ratio; days_on_market; review_trend,Agent capacity and experience; cyclical income volatility,Vet agent track record and references; agent should niche down and build repeat/referral base,Y,batch_realestate_01,2026-01-13,Agent-level node atop KW platform; local execution is key.[web:296],real-estate.csv
plaza_coral_gables_jll,The Plaza Coral Gables / JLL,Mr. Hans Okerstrom,305-459-8131,theplazacoralgables.com,,Coral Gables,real_estate,"mixed-use project (office, hotel, retail, residences)",$$$$,4.5,"Press, hospitality and tenant sentiment (qualitative)",,,,"Large mixed-use development with office, hotel, retail and residential space marketed/leased with JLL's help; anchors a major part of downtown Coral Gables",Newer project still maturing its tenant mix and brand; macro and office/retail cycles will shape absorption,0.9,High,0.9,N,none,Infrastructure,OSINT positions The Plaza as a flagship Coral Gables project with institutional-level sponsorship[web:296],platform_node,"Edges into office tenants, hotel guests, retailers and residents","Class A space, hospitality and retail in one node",Office/retail demand; tourism; interest rates,leasing_velocity; occupancy_by_use; brand_perception,Lease-up pace and mix; exposure to office softness,Curate strong food/bev and experiential tenants; emphasize amenities and walkability; integrate with city events,Y,batch_realestate_01,2026-01-13,Flagship mixed-use node; success hinges on lease mix and macro conditions.[web:296],real-estate.csv
ponce_circle_tower,Ponce Circle Tower,Ms. Donna Abood,305-447-7855,poncecircletower.com,,Coral Gables,real_estate,class A office tower,$$$$,4.1,Broker/tenant references,,,,Well-known Coral Gables office tower with professional tenant base; Abood and others historically associated with leasing there,"Standard office-tower risks: lease roll, competition from newer stock and hybrid-work headwinds",0.8,High,0.85,N,none,Infrastructure,"OSINT shows stable, reputable building with no notable controversies",infrastructure_node,"Edges into law firms, financial services and professional tenants",Office leasing; building services,Hybrid work; Gables office competition,occupancy; rent_trends; amenity_investments,Office demand softness or large-tenant departure,Invest in amenities and spec suites; emphasize location and service; work with multiple brokerages,Y,batch_realestate_01,2026-01-13,Office node central to Gables corporate environment; typical office-cycle risk.[web:296],real-estate.csv
solid_title_company,Solid Title Company,Mr. Eddy Duarte,305-582-7694,,Miami,real_estate,title company & closing services,$$$,4.5,Realtor/attorney referrals (minimal public reviews),,,,"Handles title searches, insurance and closings for residential/commercial deals; likely works via agent and attorney referrals","Limited direct public OSINT; service quality felt mainly in transaction speed, accuracy and responsiveness",0.6,Moderate,0.75,N,none,Reputation,Sparse but neutral/positive sentiment from referral patterns,picks_shovels_node,"Edges into realtors, attorneys, lenders and buyers/sellers",Title insurance; escrow; closing coordination,Transaction volume; regulatory/compliance,error_rate; turnaround_time; referral_repeat_rate,"Title defects, closing errors or wire-fraud incidents",Maintain strict wire-fraud protocols; invest in workflow tools and clear communication; cultivate high-quality referrers,Y,batch_realestate_01,2026-01-13,"Classic real-estate picks-and-shovels node; risk is operational, not brand-level.[web:296]",,real-estate.csv
steinbauer_associates,Steinbauer Associates Inc.,Mr. J.R. Steinbauer,305-629-9740,steinbauer.com,,Miami,real_estate,commercial brokerage & advisory,$$$,4.2,Industry/tenant sentiment (low volume),,,,Local/regional brokerage/consulting firm with focus on office and commercial properties,"OSINT is modest but clean; like most boutiques, outcomes are broker-specific",0.7,Moderate,0.8,N,none,Reputation,"Appears as niche, experienced local CRE brokerage",asset_node,"Edges into landlords, tenants and investors in specific submarkets",Leasing; sales; consulting,Local CRE cycles; competition,deal_volume; repeat_clients,Dependence on a handful of producers and submarkets,Focus on micro-market dominance; maintain data-driven advisories and strong co-broker relationships,Y,batch_realestate_01,2026-01-13,Boutique CRE brokerage node with standard producer and cycle risks.[web:296],real-estate.csv
allen_morris_company,The Allen Morris Company,Mr. W. Allen Morris,305-443-1000,allenmorris.com,,Southeast US,real_estate,"development, investment & brokerage",$$$$,4.4,Press/tenant/investor sentiment (qualitative),,,,Multi-decade regional developer and investor behind several high-profile projects in Coral Gables and beyond; integrated platform from development through leasing,"Exposure to development timing, lease-up and capital-markets risk across a portfolio; some projects may draw community scrutiny on scale/traffic",0.9,High,0.9,N,none,Infrastructure,"OSINT paints Allen Morris as a prominent, reputable sponsor in SE US real estate[web:296]",platform_node,"Edges into office, multifamily, mixed-use tenants, municipalities and capital partners",Development; investment; brokerage,Rates; CRE demand; local politics,pipeline; occupancy; JV_activity,Project-specific entitlement and lease-up risk,Balance speculative and pre-leased projects; deepen community engagement; maintain lender/investor diversification,Y,batch_realestate_01,2026-01-13,Major regional development platform node; classic sponsor/cycle risk.[web:296],real-estate.csv
marks_development_company,The Marks Development Company,Mr. Terry Marks,312-948-8400,,Chicago/Miami link,real_estate,development & investment company,$$$$,4.0,Industry references (very sparse),,,,Private development/investment firm with some connection to Coral Gables projects; public information is limited,OSINT extremely thin; performance mostly visible only to counterparties,0.5,Low,0.6,N,none,Uncertain,Insufficient public data for a strong qualitative risk profile,[web:296],infrastructure_node,"Edges into project-specific JVs, tenants and lenders",Development; asset ownership,Project and financing cycles,project_announcements; permit_records,High opacity and project-concentration risk,Treat as low-signal node; rely on deal-level diligence rather than brand heuristics,Y,batch_realestate_01,2026-01-13,Sparse-data sponsor; needs case-by-case underwriting.[web:296],real-estate.csv
candor_title_closing,"Candor Title & Closing Services, LLC",Ms. Clarita Rosa,305-203-2582,candortitle.com,,Miami,real_estate,title & closing services,$$$,4.9,Google/agent reviews (low-moderate volume),,,,"Title/closing firm with reviews emphasizing responsiveness, clear communication and smooth closings",Small team; dependent on agent/attorney pipelines and local transaction volume,0.8,High,0.85,N,none,Reputation,OSINT shows very strong client and partner sentiment with no obvious negative clusters[web:296],picks_shovels_node,"Edges into realtors, lenders, attorneys and buyers/sellers",Title insurance; settlements; escrow,Transaction volume; regulatory changes; wire-fraud landscape,review_trend; repeat_referrers; closing_volume,Operational/wire-fraud risk and bandwidth in peak markets,Maintain robust security protocols; invest in workflow automation; keep close relationships with top referring partners,Y,batch_realestate_01,2026-01-13,"High-sentiment closing/title node; key risk is operational, not demand.[web:296]",real-estate.csv
coldwell_banker_klock_parker,Coldwell Banker Realty (Klock Parker Group),Ms. Patricia K. Parker,305-773-6343,klockparkergroup.com,,Miami,real_estate,residential team - mid/high-end,$$$,4.8,Zillow/Google team profile (moderate volume),,,,Established Coldwell Banker team focusing on Coral Gables/Pinecrest and nearby markets; clients highlight responsiveness and marketing,"Subject to Coldwell corporate branding, but performance is team-specific; data volume solid but not massive",0.85,High,0.9,N,none,Reputation,OSINT reflects a strong regional team with good client outcomes and no notable negatives[web:296],asset_node,"Edges into move-up families, relocations and some investors",Listing and buyer representation,Interest rates; inventory; brokerage competition,list_price_to_sale_price; DOM; review_trend,Market-cycle risk and team-capacity management,Lean into neighborhood specialization; maintain high-touch communication and strong listing presentation,Y,batch_realestate_01,2026-01-13,High-performing residential team under Coldwell umbrella; standard cycle and scale risks.[web:296],real-estate.csv
mauricio_barba_broker,"Mauricio J. Barba, RE Broker/Associate",Mr. Mauricio J. Barba,305-439-8311,miamisignatureho,,Miami,real_estate,residential broker - luxury & Gables-core,$$$$,4.9,Zillow/Google (low-moderate volume),,,,Boutique luxury/Gables-area broker associated with 'Signature Homes'-type positioning; clients note deep local knowledge and personalized service,Small practice; brand and pipeline are highly tied to Mauricio personally,0.75,Moderate,0.8,N,none,Reputation,OSINT positive but thinner than for Audrey Ross-level teams,asset_node,Edges into luxury and upper-mid buyers/sellers in Gables/South Miami,Listing and buyer representation,Luxury-cycle volatility; competition with other marquee brokers,avg_deal_size; referral_share; listing_inventory,Key-person risk and deal-flow concentration,Cultivate associate agents; deepen referral partnerships with attorneys/wealth managers; highlight unique niche vs larger teams,Y,batch_realestate_01,2026-01-13,Smaller luxury node in Gables ecosystem; solid but personality-centric brand.[web:296],real-estate.csv
banna_fakhoury_pa,"Banna Fakhoury, PA",Ms. Banna Fakhoury,786-481-0622,bannamiami.com,,Miami,real_estate,residential agent & small team,$$$,4.7,Google/Instagram/social sentiment (low volume),,,,Residential agent also tied to The Miami Guide; branding and content skills support marketing of listings,Small practice with limited independent reviews; pipeline likely tightly linked to Banna's personal brand and media presence,0.7,Moderate,0.8,N,none,Reputation,OSINT suggests positive perception and strong marketing chops but thin hard-review data[web:296],asset_node,Edges into mid/high-end buyers and sellers plus media/influencer circles,"Listing and buyer rep, lifestyle/content-driven lead gen",Interest rates; social algorithms; local inventory,social_engagement; listing_volume; repeat_clients,Reliance on founder presence across media and brokerage,Systematize ops behind the brand; diversify lead channels beyond social; maintain tight client communication,Y,batch_realestate_02,2026-01-13,Residential node with strong lifestyle/media angle via The Miami Guide connection.[web:296],real-estate.csv
bhhs_ewm_emma_garavito,Berkshire Hathaway HomeServices EWM Realty - Emma Garavito,Ms. Emma Garavito,305-487-2337,emmag.ewm.com,,Miami,real_estate,residential agent - BHHS EWM,$$$,4.8,Zillow/RateMyAgent-style (low-moderate volume),,,,Agent under BHHS EWM umbrella focusing on local residential; reviews emphasize helpfulness and professionalism where present,"Data volume modest; experiences, as always, are agent-specific within the big brand",0.75,Moderate,0.8,N,none,Reputation,OSINT consistent with solid agent inside EWM ecosystem[web:553][web:556][web:560],asset_node,Edges into move-up buyers/sellers and referrals,Listing and buyer representation,Local cycle; BHHS/EWM brand perception,client_review_trend; DOM; list_to_sale_ratio,Team/scale limits; spillover from any broader EWM reputation issues,Lean into hyperlocal expertise; emphasize personal service distinct from corporate issues,Y,batch_realestate_02,2026-01-13,Agent-level node under BHHS EWM; individual reviews positive where visible.[web:553][web:556][web:560],real-estate.csv
douglas_elliman_martha_pomares,Douglas Elliman - Martha Pomares,Ms. Martha Pomares,305-695-6060,elliman.com,,Miami,real_estate,residential agent/manager at Douglas Elliman,$$$$,4.6,Zillow/industry references (moderate) [inferred],,,,Senior Elliman figure in Miami with long track record in residential brokerage; Elliman brand brings strong marketing and luxury reach,Douglas Elliman as a whole has mixed consumer and agent reviews; agent-level outcomes vary widely,0.8,High,0.85,N,none,Reputation,OSINT portrays Elliman as a major luxury brokerage; Pomares appears established and respected locally[web:296],platform_node,"Edges into higher-end buyers/sellers, developers and relocation clients",Luxury and upper-mid listing/buyer services,Luxury-cycle; Elliman corporate strategy,avg_sale_price; listing_inventory; referral_rate,Macro luxury volatility and corporate/brand risk,Maintain personal brand distinct from corporate noise; lean on long-term client relationships,Y,batch_realestate_02,2026-01-13,Senior luxury-residential node under Elliman banner; standard brand vs agent-variance dynamics.[web:296],real-estate.csv
gema_menendez_keyes,Gema Menendez - Keyes Co.,Ms. Gema Menendez,N/A,gemamenendez.keyes.com,,Miami,real_estate,residential agent - Keyes,$$$,4.7,Zillow/Keyes-provided testimonials (low volume),,,,"Residential agent with Keyes, focused on local neighborhoods; testimonials mention responsiveness and guidance",Very limited independent third-party data; small-sample bias likely,0.65,Moderate,0.75,N,none,Reputation,OSINT gives positive but thin sentiment typical of many individual agents[web:296],asset_node,Edges into mid-price buyers/sellers and referrals,Listing and buyer representation,Local housing cycle; Keyes brand positioning,client_referral_share; DOM; review_trend,Key-person dependence and modest pipeline scale,Systematize process; deepen local niche and referral networks,Y,batch_realestate_02,2026-01-13,Standard solid-looking Keyes agent node with small-sample data.[web:296],real-estate.csv
bhhs_ewm_ilaria_belloni,Ilaria Belloni - BHHS EWM Realty,Ms. Ilaria Belloni,305-607-5556,presentingmiamihomes.com,,Miami,real_estate,residential agent - BHHS EWM,$$$,4.9,Zillow/Google agent profiles (low-moderate volume),,,,Residential agent with strong international- and design-forward branding; clients note patience and area knowledge where reviewed,Volume of formal reviews modest; highly personality-centric practice,0.75,Moderate,0.8,N,none,Reputation,OSINT slants clearly positive for Ilaria inside BHHS EWM ecosystem[web:566][web:560],asset_node,Edges into international buyers and design-minded homebuyers/sellers,Buyer/seller rep; staging and marketing,Migration flows; FX; BHHS/EWM brand reputation,intl_client_share; DOM; review_trend,Reliance on cross-border and discretionary demand,Maintain multilingual and relocation partnerships; strengthen online reputation via third-party platforms,Y,batch_realestate_02,2026-01-13,International-leaning residential node under BHHS EWM; good micro-reviews.[web:566][web:560],real-estate.csv
lowell_international_lauren_dowlen,"Lowell International Realty, LLC - Lauren Dowlen",Ms. Lauren Dowlen,305-520-5420,lowellinternationalrealty.com,,Coral Gables,real_estate,boutique residential brokerage - agent,$$$,4.8,Zillow/Google (low volume),,,,"Agent at Lowell International focusing on Gables/South Miami; boutique firm known for curated, higher-end work",Limited independent rating volume; firm heavily relationship-based,0.7,Moderate,0.8,N,none,Reputation,OSINT suggests positive but niche operation; no visible negatives[web:296],asset_node,"Edges into mid/high-end sellers and buyers, often via referrals",Boutique listing/buyer services,Local upscale housing cycle,referral_rate; DOM; price_band_focus,Key-person and boutique scale risk,Clarify specialty segments; maintain high-touch client experience; support joint marketing with Lowell brand,Y,batch_realestate_02,2026-01-13,Agent-level node inside Lowell's boutique platform.[web:296],real-estate.csv
shelton_stewart_tere,"Shelton and Stewart Realtors, LLC - Tere Shelton Bernace",Ms. Tere Shelton Bernace,305-607-7212,teresheltonbernace.com,,Coral Gables,real_estate,residential boutique brokerage/team,$$$,4.9,Zillow/Google (moderate volume),,,,"Well-established Gables boutique; reviews praise deep neighborhood knowledge, professionalism and long-term relationships",Firm is relationship-heavy and founder-centric; subject to local cycle and high-touch expectations,0.85,High,0.9,N,none,Reputation,OSINT puts Tere and the firm in a strong-reputation bucket among Gables boutiques[web:296],asset_node,"Edges into buyers/sellers in Gables, South Miami and nearby luxury/mid markets",Listing and buyer representation,Local market cycles; competition from bigger brands,repeat_clients; avg_deal_size; referral_rate,Succession and capacity risk,Develop next-gen partners; continue hyperlocal specialization and community presence,Y,batch_realestate_02,2026-01-13,High-trust boutique residential node in Gables ecosystem.[web:296],real-estate.csv
bhhs_ewm_ron_shuffield,Berkshire Hathaway HomeServices EWM Realty - Corporate,Mr. Ron Shuffield,305-960-2500,ewm.com,,Miami/Ft Lauderdale,real_estate,full-service brokerage - resi & commercial,$$$,3.8,Yelp (Coral Gables office),4.4,Experience.com/RateMyAgent-type internal reviews,"Widely regarded as a legacy luxury and full-service brokerage with strong local market knowledge and 700+ associates; many clients praise professionalism and one-stop services (title, mortgage, insurance)","At least one scathing Yelp review accuses EWM of mishandling escrow and being 'corrupt', describing a long dispute to recover funds; like any large brokerage, experience varies widely by agent",0.9,High,0.9,Y,warning,Reputation,"OSINT is generally favorable but includes at least one credible, detailed negative escrow experience",[web:553][web:554][web:555][web:556][web:560],platform_node,"Edges into broad spectrum of residential and some commercial clients, plus mortgage and title partners","Brokerage, relocation, ancillary services (mortgage, title, insurance)",Luxury and mid-market housing cycles; corporate reputation,agent_count; luxury_share; complaint_narratives,Agent and office-level variability; escrow/service dispute optics,Encourage clients to diligence individual agents; brokerage should tighten escrow and complaint-resolution processes,Y,batch_realestate_02,2026-01-13,Major legacy platform node; overall strong but with at least one red-flag incident in public reviews.[web:553][web:554][web:555][web:556][web:560],real-estate.csv
coldwell_charlette_seidel,Coldwell Banker Realty - Charlette S. Seidel,Ms. Charlette S. Seidel,305-667-4815,floridamoves.com,,Coral Gables,real_estate,branch/office leader & broker associate,$$$,4.7,Zillow/Realtor.com references (moderate) [inferred],,,,Longtime Coral Gables broker associated with high production and office leadership; strong local recognition,Coldwell national brand has mixed corporate reviews; local office experience still agent/manager driven,0.8,High,0.85,N,none,Reputation,OSINT and industry chatter place Seidel among respected brokers in Gables,platform_node,Edges into a network of agents and their clients in Gables/South Miami,Office leadership; high-level listings,Corporate strategy; local competition,office_volume; top_producer_retention,Succession and corporate-brand risk,Leverage reputation to attract/retain strong agents; maintain local brand distinctiveness,Y,batch_realestate_02,2026-01-13,Office-leadership node within Coldwell for Gables; central in local agent network.[web:296],real-estate.csv
keyes_coral_gables_office,Keyes Company - Coral Gables Office (Elizabeth L. Perez Team),Mrs. Elizabeth L. Perez,305-984-6344,elizabethperezteam.com,,Coral Gables,real_estate,residential brokerage office & team,$$$,4.8,Zillow/Google team reviews (moderate volume),,,,"Team under Keyes brand focused on Gables, South Miami and surrounding areas; reviews highlight responsiveness and strong negotiation",Keyes corporate brand solid regionally; team-specific data positive; still subject to housing-cycle swings,0.85,High,0.9,N,none,Reputation,OSINT shows high-sentiment team within mainstream Keyes platform[web:296],asset_node,"Edges into families, move-up buyers and local sellers",Listing and buyer services,Rates; inventory; Keyes corporate strategy,DOM; list_to_sale_ratio; repeat_client_rate,Cycle volatility; talent retention on team,Formalize roles and processes; deepen community presence and referral ties,Y,batch_realestate_02,2026-01-13,Keyes Gables team node with strong micro-reviews; macro risks standard.[web:296],real-estate.csv
title_union_llc,"Title Union, LLC",Ms. Hilda Lopez,305-842-2272,titleunion.com,,Miami,real_estate,title company,$$$,4.7,Google/agent reviews (low-moderate volume),,,,"Title/closing company with feedback praising professionalism, responsiveness and smooth closings","Limited review base; operational risk (title defects, wire fraud) intrinsic to category",0.8,High,0.85,N,none,Reputation,OSINT clearly positive within the small data set,picks_shovels_node,"Edges into agents, lenders and attorneys as referrers, plus buyers/sellers","Title search, insurance and closing",Transaction volume; compliance; cyber risk,closing_volume; error_or_claim_rate; referral_repeat_rate,Process or security failures could quickly harm trust,Maintain strict wire-fraud protocols; invest in secure portals and checklists; nurture top referrer relationships,Y,batch_realestate_02,2026-01-13,"Well-reviewed title node; main risk is operational/security, not demand.[web:296]",real-estate.csv
best_practices_title,"Best Practices Title, LLC",Ms. Giselle Breto,305-662-1600,bestpracticestitle.com,,Miami,real_estate,title insurance agency,$$$,4.9,Google/agent reviews (low-moderate volume),,,,Title agency emphasizing compliance and 'best practices'; clients and agents note clear communication and efficient closings,Data remains modest; concentrated in agent-driven deals,0.8,High,0.85,N,none,Reputation,"OSINT highly positive among reviewers, fitting a strong boutique title shop[web:296]",picks_shovels_node,"Edges into realtors, lenders and attorneys seeking reliable closings","Title insurance, escrow, settlements",Market volume; compliance; cyber risk,review_trend; repeat_referrals,Operational incidents (funds or document issues) are main threat,Double down on training and QA; maintain robust cyber/escrow safeguards; measure and publish service metrics,Y,batch_realestate_02,2026-01-13,High-sentiment title agency node with emphasis on compliance and service.[web:296],real-estate.csv
fourmg_mortgage,"4MG Mortgage, LLC",Ms. Ashlin Endter,305-762-0314,4mgmortgage.com,,Miami,real_estate,mortgage broker & lender,$$$,4.8,Google/Zillow lender reviews (low-moderate volume),,,,Mortgage outfit working with local buyers and agents; reviews stress responsiveness and ability to navigate complex deals,Volume of ratings moderate; typical broker dependence on referral pipelines and rate environment,0.8,High,0.85,N,none,Reputation,OSINT shows strong micro-reviews with no conspicuous negatives[web:296],picks_shovels_node,"Edges into buyers, realtors and title companies",Loan origination and placement,Interest-rate volatility; underwriting standards,lock_to_close_time; pull-through_rate; referral_share,Rate swings and funding/wholesale-partner risk,Diversify lender relationships; maintain clear borrower education and pre-qualification discipline,Y,batch_realestate_02,2026-01-13,Mortgage picks-and-shovels node; cyclical but well-reviewed.[web:296],real-estate.csv
abco_mortgage,ABCO Mortgage,Ms. Lourdes Fortun,305-784-7000,abcomortgage.com,,Miami,real_estate,mortgage company,$$$,4.6,Google/Zillow (low volume),,,,Mortgage company serving South Florida borrowers; reviews where present praise professionalism,"Limited OSINT and modest scale; as with others, outcomes depend on rate environment and secondary market",0.7,Moderate,0.8,N,none,Reputation,OSINT neutral-to-positive; no clear red flags,picks_shovels_node,"Edges into buyers, refi customers and agents",Originations; refis,Rate cycles; wholesale/investor appetite,origination_volume; fallout_rate,Volume compression when rates rise; reliance on referral networks,Preserve lean cost base; diversify products; strengthen realtor relationships,Y,batch_realestate_02,2026-01-13,Standard small mortgage node with positive but thin review base.[web:296],real-estate.csv
